tweets,id_str,len,date,source,likes,retweets,label
#Health #Happy #Life (55) ATKINS Snack Protein Wafer Crisps LEMON VANILLA 1.27oz FREE SHIP… https://t.co/yzSXpx3s6t,1255331621676384256,115,2020-04-29 03:02:36,Google,0,0,1
#Health #Happy #Life LIQUID BIOCELL LIFE https://t.co/wA74Q8KdUh,1255331620594253824,64,2020-04-29 03:02:35,Google,0,0,1
#Health #Happy #Life Nutrisystem NutriCrush Protien &amp; Probiotics Shake Mix Chocolate - 2 tub https://t.co/YmUQOGzzUz,1255331618698530821,120,2020-04-29 03:02:35,Google,0,0,1
"#Health #Happy #Life 3 New Nordic Naturals Ultimate Omega Fish Oil 180 count bottles, 540… https://t.co/TKJKSVVJ41",1255331617738014720,114,2020-04-29 03:02:35,Google,0,0,1
#Health #Happy #Life Beachbody Shakeology Triple Variety Combo Box-24 packets-SEALED- 7/2020 https://t.co/gutgwDo1rx,1255331616756506624,116,2020-04-29 03:02:35,Google,0,0,1
"""Time to spread my wings and fly... Time to fly away so high...""

April, 2020.

#random #feelingpretty #happy… https://t.co/BlJVuSxbb3",1255330957894320129,134,2020-04-29 02:59:57,Instagram,0,0,1
#happy #streetstyle Nail Art Decorations Black Stickers Sport Brand Nail Sticker Self-adhesive DIY Decals Tips Rose… https://t.co/mqn3hJcPb5,1255330631061553152,140,2020-04-29 02:58:40,SocialRabbit Plugin,0,0,1
"It's absolutely bang-on!
#happiness #etsy #astrology #mental #spirit #quartz #gems #consciousness #healingcrystals… https://t.co/04mNzAkYUB",1255329905585393667,139,2020-04-29 02:55:47,SocialRabbit Plugin,0,0,1
"Crazy J - Everything Will Be Alright 
Spotify Link https://t.co/SkIxDtmg05 
#CrazyJ #OfficialCrazyJ #StatenIsland… https://t.co/CdbHKcagUj",1255328636875476992,138,2020-04-29 02:50:44,Buffer,0,0,1
#Health #Happy #Life 2-PHYTAGE Labs TINNITUS 911 Ear Ringing Relief Formula Supplement EXP… https://t.co/8xlO7fer22,1255328500162191360,115,2020-04-29 02:50:11,Google,0,0,1
#Health #Happy #Life NAET Vials Pictured Allergy Elimination PRICE DROPPED! https://t.co/tmnEAAR6Yl,1255328496919904257,99,2020-04-29 02:50:11,Google,0,0,1
#Health #Happy #Life Personal Ionic Aqua Detox Foot Bath Spa Cleanse Machine Health Care +… https://t.co/biPNkCWUKy,1255328495749804032,115,2020-04-29 02:50:10,Google,0,0,1
"Absolutely  my favourite  character 🐩
.
.
.
.
#gidget #dog🐕 #white❤️ #pretty #shopping #dayoff #loveit❤️ #myfave… https://t.co/AOBVAL5cWp",1255327877786152960,137,2020-04-29 02:47:43,Twitter Web App,1,0,1
Stay #home stay #happy stay #safe https://t.co/k2q07uOOs4,1255326994776145922,57,2020-04-29 02:44:13,Twitter for Android,1,1,1
This is how you look when you have two new songs out in one week and a concert with some of the biggest names in mu… https://t.co/FCIjLldNWu,1255326931458932737,140,2020-04-29 02:43:57,Twitter for iPhone,1,0,1
Go shop now! Delta Designer Prints on Facebook &amp; IG! #wine #wineglass #beer #beermug #glitter #happy #vinyl https://t.co/oey5EgImzR,1255326671047143424,135,2020-04-29 02:42:55,Twitter for iPhone,0,0,1
"Do you think of me sometimes?
Or is it too faint now?
The meaning itself is awkward
#HAPPY",1255326659609341952,90,2020-04-29 02:42:53,twittbot.net,0,0,1
#amazing #happy Women's Straw Hat with Ribbon https://t.co/LsdtM8Ea54,1255326501186220033,69,2020-04-29 02:42:15,SocialRabbit Plugin,0,0,1
#Happy independence day dear israel,1255326381229162496,35,2020-04-29 02:41:46,Twitter Web App,0,0,1
"“Allow nature’s peace to flow into you as sunshine flows into trees.”~ John Muir 
.
.
.
#flow  #nature #peace #love… https://t.co/FM78Zfp1ff",1255326089632714752,140,2020-04-29 02:40:37,Instagram,0,0,1
"Crazy J - Everything Will Be Alright 
Spotify Link https://t.co/SkIxDtmg05 
#CrazyJ #OfficialCrazyJ #StatenIsland… https://t.co/zYi9A9OI5d",1255326059089797120,138,2020-04-29 02:40:29,Buffer,0,0,1
"Drop ♥️ if you agree.

#motivationalquotes #motivation #quotes #inspirationalquotes #inspiration #love… https://t.co/AJmuijRMCW",1255325616645308416,127,2020-04-29 02:38:44,Twitter for Android,0,0,1
"A little moment of happy
.
.
.
#drawing #desenho #samurai #samuraiart #samurai #warrior #hachura #hachurart… https://t.co/yJIFLn4pWu",1255325042231193601,132,2020-04-29 02:36:27,Twitter Web App,0,0,1
#love #baby #children #family #cute #happy #toys #fun #babyclothing #smile #familymatchingoutfits #babyfashion… https://t.co/FcUp9eqTXu,1255324876233216001,135,2020-04-29 02:35:47,SocialRabbit Plugin,0,0,1
"Two words:  #Happy Hour. ⁣

#CampGetaway⁣
Monday, 5/4 ⁣
10pm⁣
Only on @bravotv ⁣ https://t.co/oIgY37d2di",1255324773611196416,104,2020-04-29 02:35:23,Instagram,0,0,1
Let us be grateful to the people who make us #happy; they are the charming gardeners who make our souls blossom. #MarcelProust #motivation,1255324685073633282,138,2020-04-29 02:35:02,ericoTweet,6,2,1
"#GoodMorningWithAllycaral -  Never say Never!
.
.
.
#wednesday #wednesdaywisdom #motivation #happy #goodmorning… https://t.co/3IH3OqBxoK",1255323483661361152,136,2020-04-29 02:30:15,Hootsuite Inc.,1,0,1
"Crazy J - Everything Will Be Alright 
Spotify Link https://t.co/SkIxDtmg05 
#CrazyJ #OfficialCrazyJ #StatenIsland… https://t.co/QegvRFvS8u",1255323465730732033,138,2020-04-29 02:30:11,Buffer,0,0,1
"Enjoy what you have while focusing on what you want.

@healthmanifested #success #inspiration #motivation #believe… https://t.co/50hCKNQxwK",1255323415801671680,139,2020-04-29 02:29:59,Twitter Web App,1,1,1
"Coming soon...
@VNHpoledanZa
carito_qs
@Aussie_Michelle
#instagood #beautiful #happy #selfie #friends #instachile… https://t.co/kiVuBVVgMq",1255323258011910144,138,2020-04-29 02:29:22,Instagram,2,0,1
Watching the #Yankees about to beat the Red Sox in Game 7 of the 2003 ACLS. #Happy #Baseball #COVID19,1255322722747514882,101,2020-04-29 02:27:14,Twitter for Android,0,0,1
"💯💯 DO NOT give your POWER to be happy away. Don’t do that! 💯💯

.
.
DM
COMMENT

#selflove #selfworth #business101… https://t.co/1mvNhMFJHg",1255322715612946435,137,2020-04-29 02:27:12,Instagram,0,0,1
"@ndtv team, I am #happy to see your #team showing reports on #hungrystreet #childrens but nobody seems to be doing… https://t.co/6q4KuiFzdU",1255322574252359681,139,2020-04-29 02:26:39,Twitter for Android,0,0,1
iSonya’s care package 📦 at https://t.co/f4ee8yvxZK #fashion #style #love #instagood #like #ootd #model #moda… https://t.co/Z3lmG6A4vW,1255322372028104705,133,2020-04-29 02:25:50,Twitter for iPhone,0,1,1
Not that any one cares but I just had a really good convo with a mentor of mine and I’m refreshed. #Happy #Refreshed,1255322327635636224,116,2020-04-29 02:25:40,Twitter for iPhone,5,0,1
"Follow us

#onlineshop #bag #happy https://t.co/g91w91EA52",1255321351113629697,58,2020-04-29 02:21:47,SocialRabbit Plugin,0,0,1
Best wishes to our #Israeli friends on their Independence Day. #Israel is the  country which influenced me so much… https://t.co/BW9aXNNtI3,1255321034175250432,139,2020-04-29 02:20:31,Twitter for iPhone,8,4,1
@SunitaDuggal7 @PMOIndia @narendramodi @BJP4India @BJP4Haryana Many -Many Happy Returns Of The Day @SunitaDuggal7 j… https://t.co/QvTMNDQhgW,1255320952558227458,140,2020-04-29 02:20:12,Twitter for Android,2,0,1
"""WE WILL MAKE YOU HAPPY EVERY WEEK""
#HAPPY #SMILE #WEEKLY

What do you think about this guys??  Do you think PlayM… https://t.co/q3cz93dtzR",1255320812783054848,139,2020-04-29 02:19:39,Twitter for Android,7,5,1
"😷 Stay Safe &amp; Healthy 😷
#esteesdave 

#waltdisney #disney #mulan #instagay #gay #stayathome #elsa #mylittlemermaid… https://t.co/l2hm0Xxu40",1255320535581503489,143,2020-04-29 02:18:33,Instagram,1,0,1
"Slide #2 🎊

#slide #sliding #wee #wahoo #yay #fun #happy #happiness #bliss #bless #blessed #myboy #myson #instagood… https://t.co/d6LYkBluaL",1255320300037771265,140,2020-04-29 02:17:36,Instagram,0,0,1
#Health #Happy #Life NEW DoTerra AROMATOUCH Technique Kit 8 (5ml) bottles &amp; Coconut Oil… https://t.co/WjaHJBbZQ3,1255320232257781763,116,2020-04-29 02:17:20,Google,0,0,1
#Health #Happy #Life FUNGINIX Finger and Toe Fungus Treatment - Maximum Strength Solution… https://t.co/0YWWaviFbu,1255320231297388544,114,2020-04-29 02:17:20,Google,0,0,1
#Health #Happy #Life Kernel home use UVA-1 Phototherapy UV Handheald for Skin Disorder… https://t.co/4XQLQmq1HQ,1255320229124747264,111,2020-04-29 02:17:20,Google,0,0,1
"#Health #Happy #Life NEW DoTerra ADAPTIV System Calming Blend essential oils, capsules, 3… https://t.co/I9976JZKpy",1255320227421790208,114,2020-04-29 02:17:19,Google,0,0,1
#Health #Happy #Life Young Living Bundle Mix Lot -Great for Distributors!! https://t.co/qt6ck4275B,1255320226469732355,98,2020-04-29 02:17:19,Google,0,0,1
#Health #Happy #Life Ayush Herbs - Carditone 60 caplets Pack of 2 https://t.co/wwCC03ZRwR,1255320225479884803,89,2020-04-29 02:17:19,Google,0,0,1
#Health #Happy #Life Precious Aromatherapy Oils - Gift Set https://t.co/EjigtC5A4s,1255320224468959233,82,2020-04-29 02:17:18,Google,0,0,1
"Ineed a pretty good shave...
#gooddays #better #newplace #athome #queretaro #happy en Queretaro https://t.co/zdM0QVWTj0",1255319992112988161,119,2020-04-29 02:16:23,Instagram,0,0,1
"#Health #Happy #Life Freestyle Lite 50 Count Test Strips, Exp:09/30/2021 NEW https://t.co/4uIbXN0pnh",1255319695885991937,100,2020-04-29 02:15:12,Google,0,0,1
#Health #Happy #Life 30- Pcs PM2.5 Replacement Pads 5 Layer Activated Carbon Respirator… https://t.co/gLa0USyWgW,1255319694527127555,112,2020-04-29 02:15:12,Google,0,0,1
"#Health #Happy #Life 150 ONE TIME USE COLON CLEANSING ENEMA BAG KITS DETOX DISPOSABLE AU, UK https://t.co/MMpPULvB7Z",1255319692878721025,116,2020-04-29 02:15:12,Google,0,0,1
#Health #Happy #Life TWO (2) BIG 1 GAL. ENEMA / DOUCHE BAG SYRINGE TYPE OPEN TOP 4 QT. SIZE… https://t.co/peG5NoDDz5,1255319691964416001,116,2020-04-29 02:15:11,Google,0,0,1
#Health #Happy #Life 20 NEW ONE TIME USE ENEMA BAGS THE BEST https://t.co/lyYH1uzn9M,1255319690802495488,84,2020-04-29 02:15:11,Google,0,0,1
@DoctorTennyson @JohannahRuddy @Faiziya @Sabpeds @CherryHagger @cristiancostasb @AlimentaryBites @Jules_GastroRD… https://t.co/ly8k80uyrq,1255319311775870976,137,2020-04-29 02:13:41,Twitter for iPhone,2,0,1
"Happy!
What is happy?
Happy is when you...
happy is...
Is like...
Is almost like that!

Maybe you are not real happ… https://t.co/npIJgSIU64",1255318919306514432,140,2020-04-29 02:12:07,Twitter for Android,0,0,1
#Health #Happy #Life Sanitizer Spray 8oz (case of 12) 80% alcohol FREE SHIPPING https://t.co/Z66wgUxx1f,1255318802893541376,103,2020-04-29 02:11:39,Google,0,0,1
#Health #Happy #Life Philips Respironics REMstar Pro C-Flex+ System ONE w/Heated Humidifier https://t.co/XKs0vr6jHY,1255318801937203201,115,2020-04-29 02:11:39,Google,0,0,1
"#Health #Happy #Life Wet Ones Hand Wipes - 3 Boxes/72 Wipes, 04/22 expiration https://t.co/jg00MZYv5x",1255318800955736074,101,2020-04-29 02:11:39,Google,0,0,1
#Health #Happy #Life Lot of Rubbing Alcohol and Cottonelle Flushable Wipes Resealable Packs… https://t.co/e6PMOvS7OR,1255318799907270656,116,2020-04-29 02:11:39,Google,0,0,1
#Health #Happy #Life CHANEL CC Metal And Pearl Beautiful Drop Earrings NEW https://t.co/4mPMPqEufT,1255318798921535489,98,2020-04-29 02:11:39,Google,0,0,1
"Trying to stay alive...
#qro #pandemia #muzzle #happy #walk en Queretaro https://t.co/Sc9N5muO6p",1255318681309130752,96,2020-04-29 02:11:10,Instagram,0,0,1
"I AM SSI
.
.
.
#live #life #dive #amazing #happy #weekend #SWAT #sea #blue #underwater #instalike #wakatobiisland… https://t.co/fsJM3AZzxe",1255318667765714949,138,2020-04-29 02:11:07,Instagram,0,0,1
"#TheTrueQueen 🛡️⚔️

In All Things, Trust GOD 

#COVID19 #Healthy #Happy #inspirational #Motivation #Blessed… https://t.co/GDQbHGItDO",1255318624551788545,132,2020-04-29 02:10:57,Twitter for Android,1,1,1
"Slide #1 🎉

#slide #sliding #wee #wahoo #yay #fun #happy #happiness #bliss #bless #blessed #myboy #myson #instagood… https://t.co/iMxnAhnZ3N",1255318324944220161,140,2020-04-29 02:09:46,Instagram,0,0,1
"Hey @omletarcade 
I really appreciate this name change. You da best. #Grateful 🙏🏽🥚🍳

&amp; yes, that is @RealCapnCrunch… https://t.co/8b7lTrH6xV",1255318146086580224,144,2020-04-29 02:09:03,Twitter for iPhone,1,0,1
"👋🏾 #Past3amSquad &amp; @FabAcademic
I'm #happy &amp; #grateful this morning because I can do it! Do what?
1. My research
2.… https://t.co/fiJU5hJzEE",1255317943954681858,148,2020-04-29 02:08:15,Twitter for Android,24,4,1
"Happy Hour
 @MrPostle 
 https://t.co/aLS6ZqlwD9
 #perfectsearch #happy #hour #bar #bars #cocktails #drinks #night #out #apothecary #2 #4 #1",1255317259293163521,139,2020-04-29 02:05:31,exactli,0,0,1
"Got Some motivational Advices today ""Don't Forget your Aim, Take a deep breath, Decide to make it own, then Go ahea… https://t.co/hF473IQLq8",1255317226145619968,140,2020-04-29 02:05:24,Twitter for Android,0,0,1
With everything going on...Sometimes you just have to dance! Cherish everything.... life is short. Thank you and se… https://t.co/G0QiY2u8hC,1255317205408940034,140,2020-04-29 02:05:19,Instagram,0,0,1
"Tonight I had Salmon, White Bean Mash, and Green Beans! It was so delicious and filling. Definitely will have this… https://t.co/SKHFQdlvSI",1255317131387953152,139,2020-04-29 02:05:01,Instagram,1,0,1
"#LaymansHandbook

Simple tools, easy reading, great guidelines.
When we find that we want answers and are totally c… https://t.co/vyCM6GEZmY",1255316893331787780,140,2020-04-29 02:04:04,Statusbrew,0,0,1
Art printed on awesome products. You happy ? @Redbubble #RBandME:  https://t.co/K16GC3PEh8 #findyourthing #redbubble #happy,1255316504746360833,123,2020-04-29 02:02:32,Twitter Web Client,0,0,1
50 likes and retweets in the next 30 min and I do a $25 #giveaway on stream! @laZy_RTs @fearRTs @shoutRTs… https://t.co/z8LEgBX5T1,1255316489420374018,130,2020-04-29 02:02:28,Twitter for iPhone,19,14,1
"|When everyday is every day|
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#yyc #calgary #quarantine #covid_19 #tuesday #smile #fun… https://t.co/J9I3bDToeR",1255316163657113602,138,2020-04-29 02:01:10,Instagram,1,0,1
Next Watching #FBIMostWanted y'all #Happy #Selfie #EspionageThriller #MysteryThriller #CrimeThrillerLover… https://t.co/XsmpwFP6JH,1255316140630446080,130,2020-04-29 02:01:05,Twitter for Android,2,0,1
"Crazy J - Everything Will Be Alright 
Spotify Link https://t.co/SkIxDtmg05 
#CrazyJ #OfficialCrazyJ #StatenIsland… https://t.co/HyfHU2brAd",1255316062767382530,138,2020-04-29 02:00:46,Buffer,0,0,1
Marine Biologist Captures Breathtaking Photos Of Sea Angels https://t.co/aD7qKlJCSI #tw1tterpating #positivenews… https://t.co/PEWHMYLegb,1255315970576527362,137,2020-04-29 02:00:24,Hootsuite Inc.,0,1,1
