tweets,id_str,len,date,source,likes,retweets,label
45 days now and my @Donnerdeal pedal is still flying from China.  Must be a big head wind.  #Sad,1255309729187979264,96,2020-04-29 01:35:36,Twitter for Android,0,0,0
@DonaldJTrumpJr @bobbie_digital1 @TrumpWarRoom @HillaryClinton What a hypocritical murderous pig. The head of the C… https://t.co/nr660AXcVX,1255309475625553921,140,2020-04-29 01:34:36,Twitter for iPhone,2,0,0
"I’m a simp ur a simp can we just be together 🥺👉👈
#simp #sad #aliensarereal",1255309273401372675,74,2020-04-29 01:33:47,Twitter for iPhone,1,0,0
"if you feel Connected RT Now!
#shayari #love #poetry #urdu #urdupoetry #shayarilover #hindi #shayar #quotes… https://t.co/dY5tQ9okEk",1255308591306878976,132,2020-04-29 01:31:05,LaterMedia,0,0,0
"I bet when this is all over that most people I know will still be #selfish, #rude, and #arrogant. Will still have a… https://t.co/YQ28DPvOPH",1255307788772925441,140,2020-04-29 01:27:53,Twitter Web App,0,0,0
@lorearchie1 @realDonaldTrump @8Karls Just another #BlueMAGA rape apologist whose willful ignorance about words lik… https://t.co/3hBiUxAK9v,1255307414141796353,140,2020-04-29 01:26:24,Twitter for Android,0,0,0
Crying this is so sad #tiktok #roblox #sad https://t.co/iklRFVxrw5,1255307356071747584,66,2020-04-29 01:26:10,Twitter for iPhone,0,0,0
Agree they refused to take mum luckily she survived it 6 fellow residents didn't. Now she is back in circulation al… https://t.co/PGhb4E8Wut,1255307265529298944,140,2020-04-29 01:25:49,Twitter for Android,1,1,0
@Curmudgeon1836 @MarkMacMillan19 @NitramLand @Jocelyn85237644 @Alicia84317630 @GregMusselwhit3 @IlhanMN… https://t.co/UrsyV2gjv5,1255307082577989632,128,2020-04-29 01:25:05,Twitter Web App,1,0,0
"@Mike_Pence @VP 

#DensePence

Pence, people once thought that you might be a good influence on trump.

Looks like… https://t.co/ya1MGZknGF",1255306920098963457,139,2020-04-29 01:24:26,Twitter for Android,0,0,0
Just try to smile @PlayMaple2  #JustSmile #sad #Cousie https://t.co/WgmqJU8weW,1255306797537210370,78,2020-04-29 01:23:57,Twitter Web App,3,0,0
"Heard someone mention on hear earlier why do Scottish bands/singers (Marychain, Fanclub,Scream, Simple Minds etc) a… https://t.co/8X8PBygdVe",1255306626879422467,140,2020-04-29 01:23:16,Twitter Web App,0,1,0
i am #sad and #lonely,1255306090880937986,21,2020-04-29 01:21:09,Twitter for iPhone,1,0,0
"It was an honor to fight by your side !

Remember the little link @PlayMaple2  #sad #MoneyIsNotAll #Hero #memories https://t.co/Ni8OdyGzpG",1255305929458933760,138,2020-04-29 01:20:30,Twitter Web App,1,0,0
"Here we cover the common signs of perinatal #depression and some avenues for help. https://t.co/j0Wl1kv4lS 
#PANDA… https://t.co/tAtSLYBoU4",1255305305367379975,139,2020-04-29 01:18:01,Buffer,0,0,0
"On a call with President Trump, Cardinal Dolan reveals his true colors | National Catholic Reporter #Sad  https://t.co/18IJyGxxCF",1255305278532304897,129,2020-04-29 01:17:55,Twitter for iPhone,0,0,0
"You don’t die from a broken heart. You only wish you did. ⭕️

#art #artists #tourism #sky #EvdeKal #evening… https://t.co/EbT5mhG8el",1255304853590552577,132,2020-04-29 01:16:14,Twitter for iPhone,1,2,0
#VP #Mike #Pence #Ignored #Face #Mask #Policy During Visit to #MayoClinic #USA #lol #sad #impeachtrump  https://t.co/OzM0EIB8cT via @YouTube,1255304658979094528,140,2020-04-29 01:15:27,Twitter Web Client,0,0,0
@chrisgailus @VP and @realDonaldTrump are desperate to demonstrate to the base that #COVID19 is not as big a deal a… https://t.co/WHFaRsYODy,1255304305088888834,140,2020-04-29 01:14:03,Twitter for iPhone,1,0,0
"Samueliez x gothreen - Do You Even Care?

https://t.co/tL7egHNZMn

#tokyoteleport #东京电讯 #Samueliez #trap #rap… https://t.co/C4QXoVLGys",1255304107138723840,134,2020-04-29 01:13:16,Botbird tweets,0,0,0
I make #Pop #popmusic #sadmusic #sad #slow #CALM #music,1255303577783975938,55,2020-04-29 01:11:10,Twitter for iPhone,0,0,0
"Alright #GOODNIGHT yall, I’ll put #sad #music #out #SOON for all my #heartbroken people. #Sadie #crew #sadiecrew… https://t.co/1kIXTEwhmE",1255303360128921603,137,2020-04-29 01:10:18,Twitter for iPhone,0,0,0
I used to #LOVE watching @Studio10au and never thought that #ONE  #TeleMarketer with that #ScreechingVoice would… https://t.co/VuaAC4E4CJ,1255302607331045377,137,2020-04-29 01:07:18,Twitter for iPad,0,0,0
@DrRJKavanagh Not good.  Poor training.  #sad,1255301806877560832,45,2020-04-29 01:04:07,Twitter for iPhone,0,0,0
"@realDonaldTrump Today, it became #TrumpsVietnam. #sad",1255301730570588160,54,2020-04-29 01:03:49,Twitter for iPhone,0,0,0
"So every time I got #heartbroken , #sad or felt any #emotion instead of focusing on it I was like “ shit I can use… https://t.co/8ti1w25nZK",1255301721628332036,139,2020-04-29 01:03:47,Twitter for iPhone,0,0,0
"@CNNSitRoom @wolfblitzer @BrianToddCNN I’m here in Fl,the unemployment situation is terrible....Rick Scott former G… https://t.co/IllVUAD0XB",1255301249949466625,140,2020-04-29 01:01:55,Twitter for iPad,0,0,0
stopped getting #heartbroken when I started using sadness as an #inspiration for #music or any #art I did.… https://t.co/UtqmZJYMnn,1255300663774502919,131,2020-04-29 00:59:35,Twitter for iPhone,0,0,0
@Alyssa_Milano @HillaryClinton If COVID doesn’t kill you Hillary will! #sad,1255299738406182912,75,2020-04-29 00:55:54,Twitter for iPhone,1,0,0
@HermanM36169986 @KathyFiscelli This must be old. It's not now. #sad,1255299693665452033,68,2020-04-29 00:55:43,Twitter Web App,2,0,0
@JohnBonifaz @Alyssa_Milano @FSFP I’m calling for you to get help for  your TDS. #sad,1255299497120456704,85,2020-04-29 00:54:57,Twitter for iPhone,1,0,0
"@wankerjustice @StuffedFantod @BernieOrBust @SlowNewsDayShow @NoFascistLies What a stupid strategy, blaming voters… https://t.co/qzX2yxX5Jf",1255299118001512448,139,2020-04-29 00:53:26,Twitter Web App,1,1,0
@MackayIM HA!!! The ONLY people these doctors and scientists WILL reply or respond to is EACH OTHER. They obviously… https://t.co/31n82VPiR3,1255298297318780929,140,2020-04-29 00:50:11,Twitter Web App,0,0,0
"@MarciWiser I've been saying this the past 10 days.

Interestingly, the LA County numbers are up... 

#sad",1255298066904764417,106,2020-04-29 00:49:16,Twitter for Android,1,0,0
"I finished watching #angelbeats this morning and I'm still an emotional wreck on the inside 😭😭😭

10/10 will watch a… https://t.co/K4lWyVDjF8",1255298041864753153,140,2020-04-29 00:49:10,Twitter for Android,2,0,0
@Kevin_k23 looks like we’re not going to Chicago sky’s opening game...#sad!,1255297945618038784,75,2020-04-29 00:48:47,Twitter for iPhone,0,0,0
"@TuckerCarlson be like: “The Coronavirus is not worse than the flu.”
Tucker Carlson &amp; every other conservative on t… https://t.co/mrrN001Ng0",1255297674041004033,144,2020-04-29 00:47:42,Twitter for iPhone,0,0,0
"Missing your ex it’s 10x better with Frank Ocean music, XXXTENTACION or Juicewrld. #FrankOcean #sad #RETWEEET… https://t.co/X5naCB0rU7",1255297518755360770,134,2020-04-29 00:47:05,Twitter for iPhone,1,0,0
"@SenKamalaHarris Yet when #poc protest these👆GRAVE ABUSES of power they are labelled ""Black Identity Extremists"" (… https://t.co/vRZrnlD3Hg",1255297483468607490,139,2020-04-29 00:46:57,Twitter Web App,228,70,0
@JeffreeStar @xomadisontaylor any chance you got a girls email? 😥 #sad,1255296668918059013,70,2020-04-29 00:43:42,Twitter for iPhone,0,0,0
@comatosenation I FEEL #SAD,1255296575678623744,27,2020-04-29 00:43:20,Twitter for iPhone,0,0,0
"Took cooper to @wagnwash today in #Scottsdale for his #bath and nails. Usually it’s an amazing place, but $75 (bath… https://t.co/sLcidtpJio",1255296224577695746,140,2020-04-29 00:41:56,Twitter for iPhone,0,0,0
That Stimulus was a slap in the face after seeing who they are REALLY “Bailing” out ... small Businesses are hurtin… https://t.co/XOWrShOWFj,1255296057585606657,140,2020-04-29 00:41:17,Twitter for iPhone,0,0,0
@Mia4MD @AndrewYang People like @AndrewYang and some of the great minds of the Independent groups never have a chan… https://t.co/8BKb6PyPAZ,1255295821446361090,140,2020-04-29 00:40:20,Twitter Web App,2,0,0
@comatosenation FEELING #SAD,1255295645591703560,28,2020-04-29 00:39:38,Twitter for iPhone,1,0,0
@MollyJongFast He should go down a % for every new death. Over 1 million cases in US as of today but… https://t.co/uS1xp5K4tF,1255295319904006145,125,2020-04-29 00:38:21,Twitter Web App,0,0,0
"@SpeakerPelosi is OLD, EVIL and SENILE.
#Sad",1255295199372288002,44,2020-04-29 00:37:52,Twitter for Android,0,0,0
"Pre-save my new album ""Dancing Elephants"" on Spotify: https://t.co/hiGezUxbX9 (powered by @distrokid) #music… https://t.co/wMa9ZNf31E",1255295144523415557,133,2020-04-29 00:37:39,Twitter Web Client,2,1,0
"Either @VP just doesn’t care, or he’s a sweater puppet. #sad https://t.co/ROLQpk6Ioq",1255294995436916738,84,2020-04-29 00:37:03,Twitter for iPhone,0,0,0
So this guy I “was” with just broke up with me and i was blamed for it lol and the best part is he left me in tears… https://t.co/78sooEcgDi,1255294645044678659,140,2020-04-29 00:35:40,Twitter for iPhone,0,0,0
@DeniseD06615478 The @POTUS doesn't even have a clue what's happening in his own country. Over 1 million cases in U… https://t.co/EL6qvoFuMz,1255294475854925825,140,2020-04-29 00:34:59,Twitter Web App,0,0,0
"Damn, Nicole Paige Brooks really went wil after being eliminated on drag race. 😔😭 #DragRace #sad #sadStory #oops… https://t.co/zvNvrIVSQg",1255294285458616320,137,2020-04-29 00:34:14,Twitter for Android,0,0,0
@TorontoStar Typical of this trash rag of a news outlet to shill for the #liberal elite with no #journalist involve… https://t.co/dcrylUNak1,1255294178768179202,140,2020-04-29 00:33:49,Twitter for Android,0,0,0
@CLewandowski_ And you all look the other way while Trump fiddles and the US burns. Over 1 million cases in US toda… https://t.co/vFrrfESfKD,1255294159684067331,140,2020-04-29 00:33:44,Twitter Web App,0,0,0
@ericgarland But COVID response is what will bring @POTUS down. Over 1 million cases in US today but… https://t.co/BPeoeZMWpq,1255293853327929344,125,2020-04-29 00:32:31,Twitter Web App,15,6,0
@jadenhossler jaden im feeling #sad,1255293493116895232,35,2020-04-29 00:31:05,Twitter for iPhone,0,0,0
"@RonSteslow @ProjectLincoln @realDonaldTrump Over 1 million cases in US today but @realDonaldTrump said they ""would… https://t.co/ejQQ9d8Ss3",1255293471608504321,140,2020-04-29 00:31:00,Twitter Web App,0,0,0
"@JLCauvin Over 1 million cases in US today but @realDonaldTrump said they ""would quickly go down to zero...""

#SAD… https://t.co/FvO7zCRzlL",1255293347205431298,139,2020-04-29 00:30:30,Twitter Web App,0,0,0
"@joeresistsinmw Over 1 million cases in US today but @realDonaldTrump said they ""would quickly go down to zero...""… https://t.co/xQ0ABllXgJ",1255293079554228225,139,2020-04-29 00:29:27,Twitter Web App,1,0,0
@liberianaaa @stormbornlover @thorsdany @cinemafenty @cascaswrath @aaasoiaf @mooncairnphos @aetmosphers @TRAPKARI… https://t.co/KqZYmrSwwK,1255293057731305473,138,2020-04-29 00:29:21,Twitter for iPhone,0,0,0
@GLFOP @realDonaldTrump @WhiteHouse @TheJusticeDept @DHSgov @USDOL @NIH My sincerest apologies to the brave men and… https://t.co/iAcODHg8S8,1255292889632047105,140,2020-04-29 00:28:41,Twitter for iPhone,0,0,0
@ShawnsBrain2 This is one of the many reasons they hate him and want him removed!He can't be bought + knows all the… https://t.co/BF9ygUAwSZ,1255292873853075459,140,2020-04-29 00:28:37,Twitter for Android,1,0,0
"@USMCLiberal Over 1 million cases in US today but @realDonaldTrump said they ""would quickly go down to zero...""… https://t.co/uD0WdSbkGI",1255292788847120385,136,2020-04-29 00:28:17,Twitter Web App,1,1,0
"@CillizzaCNN And you seem to be playing by the old rules of journalism, write a jaw dropping headline so you can ge… https://t.co/cYaDjPE6Zo",1255292607485353985,140,2020-04-29 00:27:34,Twitter for Android,0,0,0
My sisters relative lost her family! #sad #callacab #uber #Think2020 https://t.co/Yd7hJUfIrp,1255292410181156869,92,2020-04-29 00:26:47,Twitter for Android,0,0,0
"@KathrynD32 Look, a #rapeyjoebiden supporter!  #sad #hypocrite",1255292080848547842,62,2020-04-29 00:25:28,Twitter Web App,0,0,0
Give me ideas how to decorate my island entrance since the airport is not centered is so annoying man trying to mov… https://t.co/pteP3zf6ai,1255291286753546247,140,2020-04-29 00:22:19,Twitter for iPhone,0,0,0
@gtconway3d Almost a 3rd world country?  Almost ready for a civil war thanks to the divisiveness of the Trump admin… https://t.co/sp0kTW029y,1255291068058304513,140,2020-04-29 00:21:27,Twitter for iPhone,0,0,0
@EricPastva For this not to be Kentucky Derby week is strange! #Sad,1255291026354380800,67,2020-04-29 00:21:17,Twitter for iPhone,0,0,0
"Just watched all of season 2 #AfterLife2 #Fukme #Sad @rickygervais loved it, dont think i could take another season 💙💔",1255290720233152513,118,2020-04-29 00:20:04,Twitter for Android,1,0,0
"I miss the love of my life. I pray we could be together soon. Do you miss your loved ones too?
*
*
*
#love… https://t.co/FuzjoAQ0Rm",1255290081985863681,131,2020-04-29 00:17:32,Twitter for Android,0,0,0
@realDonaldTrump @realDonaldTrump @vp @PressSec  While your busy congratulating each other on YOUR “PERFECT REPONSE… https://t.co/1gGYVkmG1G,1255289096618094593,140,2020-04-29 00:13:37,Twitter for iPhone,0,0,0
Will &amp; Grace is over :( #sad #down,1255288300967006209,38,2020-04-29 00:10:27,Twitter for iPhone,0,0,0
@ChipotleTweets up anything! Why no register? Do you not realize that there are others like me who cant eat a full… https://t.co/udtNOrKdrO,1255288228585840645,139,2020-04-29 00:10:10,Twitter for Android,0,0,0
"@Acosta Ask him why he can’t concede that he’s wrong or that he got it wrong, ever. #Sad",1255287667274780672,88,2020-04-29 00:07:56,Twitter for iPhone,0,0,0
"#Mood How I’m gon be at my imaginary bday party, Thursday🥴 @rihanna #quarantine #1 #rihanna #cheers #taurus #cake… https://t.co/hZuZYBiCv4",1255287135017611265,138,2020-04-29 00:05:49,Instagram,0,0,0
"China may not be our enemy, but it's definitely not our friend. The world needs them though. Meanwhile trump doing… https://t.co/WHahqPih7T",1255286947372765188,139,2020-04-29 00:05:05,Hootsuite Inc.,0,0,0
"I know canaries die in the mines.
#coronavirus #TransformationTuesday #bipolar #migraine #ChronicPain #selflove #SocialDistancing #sad",1255286370395983872,134,2020-04-29 00:02:47,Twitter for iPhone,0,0,0
"Y'all know its true. Incredible how the #Twitterverse has changed in the last decade. 

I remember tweeting in 2009… https://t.co/jdOliJ04qf",1255286269615247360,140,2020-04-29 00:02:23,Twitter Web App,0,0,0
@GiuliaCrouch It’s just chocolate in disguise. #sad,1255285984754835462,51,2020-04-29 00:01:15,Twitter for iPhone,0,0,0
"Today's TMI:
#tmi #crying #sad https://t.co/LjT9jwrLbL",1255285096057364485,54,2020-04-28 23:57:43,Twitter for Android,0,0,0
@IvankaTrump Self Promotion much...😕 #sad,1255284731194769411,41,2020-04-28 23:56:16,Twitter Web App,0,0,0
#Pence is as bad as @POTUS #sad #FailedPresident,1255284515133628417,48,2020-04-28 23:55:25,Twitter for Android,0,0,0
"I remember the recession of ‘08. After the shit tons of damage it wreaked, the gig economy became massive. People s… https://t.co/qdhRbncpuG",1255283902140370948,140,2020-04-28 23:52:58,Twitter for iPhone,1,0,0
@GLFOP @realDonaldTrump @WhiteHouse @TheJusticeDept @DHSgov @USDOL @NIH At least 222 public companies received forg… https://t.co/OLwRsAF1kB,1255283666781118466,140,2020-04-28 23:52:02,Twitter for iPhone,24,2,0
@rennyderin Tbh. It now became ugly when they poured water on it. #sad😔,1255282989489143810,71,2020-04-28 23:49:21,Twitter for Android,0,0,0
